"authors","title","doi","journal","habitat","region","scale_name","scale_size_m2","scale_size_km","type_study","sp_sar","richness","n_ind","simpson_diver","shannon_diver","n_rows","scale_type","record"
"Guittar, John; Goldberg, Deborah; Klanderud, Kari; Berge, Astrid; Ramirez Boixaderas, Marta; Meineri, Eric; Topper, Joachim; Vandvik, Vigdis","Quantifying the roles of seed dispersal, filtering, and climate on regional patterns of grassland biodiversity","10.1002/ecy.3061","ECOLOGY","grassland","Europe","plot",0.4096,NA,"exp",0,0,2.048,0,0,390,"method_scale","m2"
"MacLeod, Molly; Reilly, James; Cariveau, Daniel P.; Genung, Mark A.; Roswell, Michael; Gibbs, Jason; Winfree, Rachael","How much do rare and crop-pollinating bees overlap in identity and flower preferences?","10.1111/1365-2664.13543","JOURNAL OF APPLIED ECOLOGY","grassland","North America","plot",1,NA,"exp",0,1,5,0.995665777,5.557392448,390,"method_scale","m2"
"Parr, C. L.; Andersen, A. N.; Chastagnol, C.; Duffaud, C.","Savanna fires increase rates and distances of seed dispersal by ants","10.1007/s00442-006-0570-5","OECOLOGIA","grassland","Oceania","plot",10000,NA,"exp",35,28,50000,0.936771677,3.003498957,390,"method_scale","m2"
"Kazakou, Elena; Violle, Cyrille; Roumet, Catherine; Navas, Marie-Laure; Vile, Denis; Kattge, Jens; Garnier, Eric","Are trait-based species rankings consistent across data sets and spatial scales?","10.1111/jvs.12066","JOURNAL OF VEGETATION SCIENCE","grassland","Europe","plot",1.44,NA,"exp",0,1,7.2,0.995665777,5.557392448,390,"method_scale","m2"
"Sandel, Brody; Corbin, Jeffrey D.","Scale, disturbance and productivity control the native-exotic richness relationship","10.1111/j.1600-0706.2010.18230.x","OIKOS","grassland","North America","plot",1936,NA,"exp",17,18,9680,0.877238577,2.454917578,390,"method_scale","m2"
"Sandel, Brody; Corbin, Jeffrey D.","Scale, disturbance and productivity control the native-exotic richness relationship","10.1111/j.1600-0706.2010.18230.x","OIKOS","grassland","North America","plot",4,NA,"exp",0,2,20,0.4802754,0.673290803,390,"method_scale","m2"
"Anderson, T. Michael; Griffith, Daniel M.; Grace, James B.; Lind, Eric M.; Adler, Peter B.; Biederman, Lori A.; Blumenthal, Dana M.; Daleo, Pedro; Firn, Jennifer; Hagenah, Nicole; Harpole, W. Stanley; MacDougall, Andrew S.; McCulley, Rebecca L.; Prober, Suzanne M.; Risch, Anita C.; Sankaran, Mahesh; Schuetz, Martin; Seabloom, Eric W.; Stevens, Carly J.; Sullivan, Lauren L.; Wragg, Peter D.; Borer, Elizabeth T.","Herbivory and eutrophication mediate grassland plant nutrient responses across a global climatic gradient","10.1002/ecy.2175","ECOLOGY","grassland","Africa","plot",25,NA,"exp",0,5,125,0.684364707,1.302894889,390,"method_scale","m2"
"Anderson, T. Michael; Griffith, Daniel M.; Grace, James B.; Lind, Eric M.; Adler, Peter B.; Biederman, Lori A.; Blumenthal, Dana M.; Daleo, Pedro; Firn, Jennifer; Hagenah, Nicole; Harpole, W. Stanley; MacDougall, Andrew S.; McCulley, Rebecca L.; Prober, Suzanne M.; Risch, Anita C.; Sankaran, Mahesh; Schuetz, Martin; Seabloom, Eric W.; Stevens, Carly J.; Sullivan, Lauren L.; Wragg, Peter D.; Borer, Elizabeth T.","Herbivory and eutrophication mediate grassland plant nutrient responses across a global climatic gradient","10.1002/ecy.2176","ECOLOGY","grassland","Asia","plot",25,NA,"exp",0,5,125,0.698487082,1.321998853,390,"method_scale","m2"
"Anderson, T. Michael; Griffith, Daniel M.; Grace, James B.; Lind, Eric M.; Adler, Peter B.; Biederman, Lori A.; Blumenthal, Dana M.; Daleo, Pedro; Firn, Jennifer; Hagenah, Nicole; Harpole, W. Stanley; MacDougall, Andrew S.; McCulley, Rebecca L.; Prober, Suzanne M.; Risch, Anita C.; Sankaran, Mahesh; Schuetz, Martin; Seabloom, Eric W.; Stevens, Carly J.; Sullivan, Lauren L.; Wragg, Peter D.; Borer, Elizabeth T.","Herbivory and eutrophication mediate grassland plant nutrient responses across a global climatic gradient","10.1002/ecy.2177","ECOLOGY","grassland","Oceania","plot",25,NA,"exp",0,5,125,0.630594763,1.171228354,390,"method_scale","m2"
"Anderson, T. Michael; Griffith, Daniel M.; Grace, James B.; Lind, Eric M.; Adler, Peter B.; Biederman, Lori A.; Blumenthal, Dana M.; Daleo, Pedro; Firn, Jennifer; Hagenah, Nicole; Harpole, W. Stanley; MacDougall, Andrew S.; McCulley, Rebecca L.; Prober, Suzanne M.; Risch, Anita C.; Sankaran, Mahesh; Schuetz, Martin; Seabloom, Eric W.; Stevens, Carly J.; Sullivan, Lauren L.; Wragg, Peter D.; Borer, Elizabeth T.","Herbivory and eutrophication mediate grassland plant nutrient responses across a global climatic gradient","10.1002/ecy.2178","ECOLOGY","grassland","Europe","plot",25,NA,"exp",0,5,125,0.70657742,1.410432117,390,"method_scale","m2"
"Anderson, T. Michael; Griffith, Daniel M.; Grace, James B.; Lind, Eric M.; Adler, Peter B.; Biederman, Lori A.; Blumenthal, Dana M.; Daleo, Pedro; Firn, Jennifer; Hagenah, Nicole; Harpole, W. Stanley; MacDougall, Andrew S.; McCulley, Rebecca L.; Prober, Suzanne M.; Risch, Anita C.; Sankaran, Mahesh; Schuetz, Martin; Seabloom, Eric W.; Stevens, Carly J.; Sullivan, Lauren L.; Wragg, Peter D.; Borer, Elizabeth T.","Herbivory and eutrophication mediate grassland plant nutrient responses across a global climatic gradient","10.1002/ecy.2179","ECOLOGY","grassland","North America","plot",25,NA,"exp",0,5,125,0.728920304,1.40113401,390,"method_scale","m2"
"Anderson, T. Michael; Griffith, Daniel M.; Grace, James B.; Lind, Eric M.; Adler, Peter B.; Biederman, Lori A.; Blumenthal, Dana M.; Daleo, Pedro; Firn, Jennifer; Hagenah, Nicole; Harpole, W. Stanley; MacDougall, Andrew S.; McCulley, Rebecca L.; Prober, Suzanne M.; Risch, Anita C.; Sankaran, Mahesh; Schuetz, Martin; Seabloom, Eric W.; Stevens, Carly J.; Sullivan, Lauren L.; Wragg, Peter D.; Borer, Elizabeth T.","Herbivory and eutrophication mediate grassland plant nutrient responses across a global climatic gradient","10.1002/ecy.2180","ECOLOGY","grassland","South America","plot",25,NA,"exp",0,5,125,0.658801855,1.304257469,390,"method_scale","m2"
"Cromsigt, Joris P. G. M.; Olff, Han","Dynamics of grazing lawn formation: an experimental test of the role of scale-dependent processes","10.1111/j.0030-1299.2008.16651.x","OIKOS","grassland","Africa","plot",1,NA,"exp",0,1,5,0.995665777,5.557392448,390,"method_scale","m2"
"Cromsigt, Joris P. G. M.; Olff, Han","Dynamics of grazing lawn formation: an experimental test of the role of scale-dependent processes","10.1111/j.0030-1299.2008.16651.x","OIKOS","grassland","Africa","plot",4,NA,"exp",0,2,20,0.232780742,0.394803004,390,"method_scale","m2"
"Cromsigt, Joris P. G. M.; Olff, Han","Dynamics of grazing lawn formation: an experimental test of the role of scale-dependent processes","10.1111/j.0030-1299.2008.16651.x","OIKOS","grassland","Africa","plot",16,NA,"exp",0,4,80,0.672690428,1.243402063,390,"method_scale","m2"
"Cromsigt, Joris P. G. M.; Olff, Han","Dynamics of grazing lawn formation: an experimental test of the role of scale-dependent processes","10.1111/j.0030-1299.2008.16651.x","OIKOS","grassland","Africa","plot",64,NA,"exp",0,6,320,0.792994977,1.656635372,390,"method_scale","m2"
"Lindborg, Regina","Evaluating the distribution of plant life-history traits in relation to current and historical landscape configurations","10.1111/j.1365-2745.2007.01232.x","JOURNAL OF ECOLOGY","grassland","Europe","plot",1,NA,"exp",0,1,5,0.995665777,5.557392448,390,"method_scale","m2"
"Kendig, Amy E.; Borer, Elizabeth T.; Mitchell, Charles E.; Power, Alison G.; Seabloom, Eric W.","Characteristics and drivers of plant virus community spatial patterns in US west coast grasslands","10.1111/oik.04178","OIKOS","grassland","North America","plot",1600,NA,"exp",14,17,8000,0.9163283,2.640570441,390,"method_scale","m2"
"Gomez-Garcia, Daniel; de Juana, Angel Javier Aguirre; Sanchez, Rafael Jimenez; Magallon, Celia Manrique","Shrub encroachment in Mediterranean mountain grasslands: Rate and consequences on plant diversity and forage availability","10.1111/jvs.13174","JOURNAL OF VEGETATION SCIENCE","grassland","Europe","plot",9,NA,"exp",0,3,45,0.363175593,0.663440662,390,"method_scale","m2"
"Renne, Ian J.; Tracy, Benjamin F.; Colonna, Ignacio A.","Shifts in grassland invasibility: Effects of soil resources, disturbance, composition, and invader size","10.1890/0012-9658(2006)87[2264:SIGIEO]2.0.CO;2","ECOLOGY","grassland","North America","plot",1,NA,"exp",0,1,5,0.995665777,5.557392448,390,"method_scale","m2"
"Herben, Tomas; Brezina, Stanislav; Hadincova, Vera; Krahulec, Frantisek; Skalova, Hana","Mutual replacement of species in space in a grassland community: is there an evidence for functional complementarity of replacement groups?","10.1111/j.1600-0706.2012.20268.x","OIKOS","grassland","Europe","plot",0.25,NA,"exp",0,0,1.25,0,0,390,"method_scale","m2"
"Herben, Tomas; Brezina, Stanislav; Hadincova, Vera; Krahulec, Frantisek; Skalova, Hana","Mutual replacement of species in space in a grassland community: is there an evidence for functional complementarity of replacement groups?","10.1111/j.1600-0706.2012.20268.x","OIKOS","grassland","Europe","plot",0.071289,NA,"exp",0,0,0.356445,0,0,390,"method_scale","m2"
"Biancari, Lucio; Onatibia, Gaston R.; Gaitan, Juan J.; Aguiar, Martin R.","Coexistence of grasses and shrubs in Patagonian steppes. Norm or exception?","10.1111/jvs.13177","JOURNAL OF VEGETATION SCIENCE","grassland","South America","plot",400,NA,"exp",0,11,2000,0.892013719,2.296215909,390,"method_scale","m2"
"Cook-Patton, Susan C.; McArt, Scott H.; Parachnowitsch, Amy L.; Thaler, Jennifer S.; Agrawal, Anurag A.","A direct comparison of the consequences of plant genotypic and species diversity on communities and ecosystem function","10.1890/10-0999.1","ECOLOGY","grassland","North America","plot",NA,NA,"exp",NA,NA,NA,NA,NA,390,"method_scale",NA
"Ren, Haiyan; Yurkonis, Kathryn A.; Wang, Lifeng; Chang, Jiechao; Vogeler, Iris; Chen, Dima; Liu, Manqiang; Yu, Qiang","Temporal stabilizing effects of species richness and seed arrangement on grassland biomass production","10.1111/1365-2745.13895","JOURNAL OF ECOLOGY","grassland","Asia","plot",8,NA,"exp",0,3,40,0.234175952,0.474168683,390,"method_scale","m2"
"Plue, Jan; Cousins, Sara A. O.","Temporal dispersal in fragmented landscapes","10.1016/j.biocon.2013.02.010","BIOLOGICAL CONSERVATION","grassland","Europe","plot",4,NA,"exp",0,2,20,0.288327639,0.463222547,390,"method_scale","m2"
"Kiss, Reka; Deak, Balazs; Tothmeresz, Bela; Miglecz, Tamas; Toth, Katalin; Torok, Peter; Lukacs, Katalin; Godo, Laura; Kormoczi, Zsofia; Radocz, Szilvia; Borza, Sandor; Kelemen, Andras; Sonkoly, Judit; Kirmer, Anita; Tischew, Sabine; Valko, Orsolya","Zoochory on and off: A field experiment for trait-based analysis of establishment success of grassland species","10.1111/jvs.13051","JOURNAL OF VEGETATION SCIENCE","grassland","Europe","plot",16,NA,"exp",0,4,80,0.683449779,1.243800522,390,"method_scale","m2"
"Kiss, Reka; Deak, Balazs; Tothmeresz, Bela; Miglecz, Tamas; Toth, Katalin; Torok, Peter; Lukacs, Katalin; Godo, Laura; Kormoczi, Zsofia; Radocz, Szilvia; Borza, Sandor; Kelemen, Andras; Sonkoly, Judit; Kirmer, Anita; Tischew, Sabine; Valko, Orsolya","Zoochory on and off: A field experiment for trait-based analysis of establishment success of grassland species","10.1111/jvs.13051","JOURNAL OF VEGETATION SCIENCE","grassland","Europe","plot",20,NA,"exp",0,4,100,0.581387362,1.078839174,390,"method_scale","m2"
"Okullo, Paul; Moe, Stein R.","Large herbivores maintain termite-caused differences in herbaceous species diversity patterns","10.1890/11-2011.1","ECOLOGY","grassland","Africa","plot",90,NA,"exp",0,7,450,0.684011738,1.471428588,390,"method_scale","m2"
"Okullo, Paul; Moe, Stein R.","Large herbivores maintain termite-caused differences in herbaceous species diversity patterns","10.1890/11-2011.1","ECOLOGY","grassland","Africa","plot",260,NA,"exp",0,10,1300,0.831758992,2.046613366,390,"method_scale","m2"
"Okullo, Paul; Moe, Stein R.","Large herbivores maintain termite-caused differences in herbaceous species diversity patterns","10.1890/11-2011.1","ECOLOGY","grassland","Africa","plot",90,NA,"exp",0,7,450,0.824794379,1.843140532,390,"method_scale","m2"
"Okullo, Paul; Moe, Stein R.","Large herbivores maintain termite-caused differences in herbaceous species diversity patterns","10.1890/11-2011.1","ECOLOGY","grassland","Africa","plot",260,NA,"exp",0,10,1300,0.798214196,1.92693261,390,"method_scale","m2"
"Thomsen, Meredith A.; D'Antonio, Carla M.","Mechanisms of resistance to invasion in a California grassland: the roles of competitor identity, resource availability, and environmental gradients","10.1111/j.2006.0030-1299.14929.x","OIKOS","grassland","North America","plot",NA,NA,"exp",NA,NA,NA,NA,NA,390,"method_scale",NA
"Altesor, A.; Pineiro, G.; Lezama, F.; Jackson, R. B.; Sarasola, M.; Paruelo, J. M.","Ecosystem changes associated with grazing in subhumid South American grasslands","10.1658/1100-9233(2006)017[0323:ECAWGI]2.0.CO;2","JOURNAL OF VEGETATION SCIENCE","grassland","South America","plot",1000,NA,"exp",9,15,5000,0.902514174,2.486045652,390,"method_scale","m2"
"Chen, Qingqing; Wang, Shaopeng; Seabloom, Eric W.; MacDougall, Andrew S.; Borer, Elizabeth T.; Bakker, Jonathan D.; Donohue, Ian; Knops, Johannes M. H.; Morgan, John W.; Carroll, Oliver; Crawley, Mick; Bugalho, Miguel N.; Power, Sally A.; Eskelinen, Anu; Virtanen, Risto; Risch, Anita C.; Schutz, Martin; Stevens, Carly; Caldeira, Maria C.; Bagchi, Sumanta; Alberti, Juan; Hautier, Yann","Nutrients and herbivores impact grassland stability across spatial scales through different pathways","10.1111/gcb.16086","GLOBAL CHANGE BIOLOGY","grassland","Global","plot",25,NA,"exp",0,5,125,0.709851093,1.377222182,390,"method_scale","m2"
"Chen, Qingqing; Wang, Shaopeng; Seabloom, Eric W.; MacDougall, Andrew S.; Borer, Elizabeth T.; Bakker, Jonathan D.; Donohue, Ian; Knops, Johannes M. H.; Morgan, John W.; Carroll, Oliver; Crawley, Mick; Bugalho, Miguel N.; Power, Sally A.; Eskelinen, Anu; Virtanen, Risto; Risch, Anita C.; Schutz, Martin; Stevens, Carly; Caldeira, Maria C.; Bagchi, Sumanta; Alberti, Juan; Hautier, Yann","Nutrients and herbivores impact grassland stability across spatial scales through different pathways","10.1111/gcb.16088","GLOBAL CHANGE BIOLOGY","grassland","Global","plot",1,NA,"exp",0,1,5,0.995665777,5.557392448,390,"method_scale","m2"
"Weed, Aaron S.; Schwarzlaender, Mark","Density dependence, precipitation and biological control agent herbivory influence landscape-scale dynamics of the invasive Eurasian plant Linaria dalmatica","10.1111/1365-2664.12226","JOURNAL OF APPLIED ECOLOGY","multiple","North America","plot",0.125,NA,"exp",0,0,0.625,0,0,390,"method_scale","m2"
"Gunnarsson, Urban; Soderstrom, Lars","Can artificial introductions of diaspore fragments work as a conservation tool for maintaining populations of the rare peatmoss Sphagnum angermanicum?","10.1016/j.biocon.2006.10.014","BIOLOGICAL CONSERVATION","palustrine wetland","Europe","plot",0.25,NA,"exp",0,0,1.25,0,0,390,"method_scale","m2"
"Donath, Tobias W.; Holzel, Norbert; Otte, Annette","Influence of competition by sown grass, disturbance and litter on recruitment of rare flood-meadow species","10.1016/j.biocon.2005.12.022","BIOLOGICAL CONSERVATION","palustrine wetland","Europe","plot",5.29,NA,"exp",0,3,26.45,0.287411589,0.55366848,390,"method_scale","m2"
"Donath, Tobias W.; Holzel, Norbert; Otte, Annette","Influence of competition by sown grass, disturbance and litter on recruitment of rare flood-meadow species","10.1016/j.biocon.2005.12.022","BIOLOGICAL CONSERVATION","palustrine wetland","Europe","plot",10.58,NA,"exp",0,3,52.9,0.415172474,0.735382822,390,"method_scale","m2"
"Freestone, Amy L.","Facilitation drives local abundance and regional distribution of a rare plant in a harsh environment","10.1890/0012-9658(2006)87[2728:FDLAAR]2.0.CO;2","ECOLOGY","palustrine wetland","North America","plot",1,NA,"exp",0,1,5,0.995665777,5.557392448,390,"method_scale","m2"
"Freestone, Amy L.","Facilitation drives local abundance and regional distribution of a rare plant in a harsh environment","10.1890/0012-9658(2006)87[2728:FDLAAR]2.0.CO;2","ECOLOGY","palustrine wetland","North America","plot",0.09,NA,"exp",0,0,0.45,0,0,390,"method_scale","m2"
"McPartland, Mara Y.; Kane, Evan S.; Falkowski, Michael J.; Kolka, Randy; Turetsky, Merritt R.; Palik, Brian; Montgomery, Rebecca A.","The response of boreal peatland community composition and NDVI to hydrologic change, warming, and elevated carbon dioxide","10.1111/gcb.14465","GLOBAL CHANGE BIOLOGY","palustrine wetland","North America","plot",120,NA,"exp",0,8,600,0.809946573,1.80932446,390,"method_scale","m2"
"McPartland, Mara Y.; Kane, Evan S.; Falkowski, Michael J.; Kolka, Randy; Turetsky, Merritt R.; Palik, Brian; Montgomery, Rebecca A.","The response of boreal peatland community composition and NDVI to hydrologic change, warming, and elevated carbon dioxide","10.1111/gcb.14465","GLOBAL CHANGE BIOLOGY","palustrine wetland","North America","plot",1,NA,"exp",0,1,5,0.995665777,5.557392448,390,"method_scale","m2"
"McPartland, Mara Y.; Kane, Evan S.; Falkowski, Michael J.; Kolka, Randy; Turetsky, Merritt R.; Palik, Brian; Montgomery, Rebecca A.","The response of boreal peatland community composition and NDVI to hydrologic change, warming, and elevated carbon dioxide","10.1111/gcb.14465","GLOBAL CHANGE BIOLOGY","palustrine wetland","North America","plot",2,NA,"exp",0,2,10,0.482677727,0.675723474,390,"method_scale","m2"
